Front,Back,Week,Status,Frequency,PartOfSpeech
German for: on (উপর বা চালু),auf | plural: — | IPA: ˈaʊf | Die Kinder spielen auf der Straße. | The children play on the street. | বাংলা সহায়তা: “উপর বা চালু” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,1,active,very common,preposition
German for: to get up (ঘুম থেকে ওঠা),aufstehen | plural: — | IPA: ˈaʊfʃtˌeːən | Soll ich aufstehen? | Should I get up? | বাংলা সহায়তা: “ঘুম থেকে ওঠা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to fill out (ফরম পূরণ করা),ausfüllen | plural: — | IPA: ˈaʊsfˌʏlən | Füllen Sie bitte dieses Formular aus. | Please fill out this form. | বাংলা সহায়তা: “ফরম পূরণ করা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to switch off (বন্ধ করা),ausmachen | plural: — | IPA: ˈaʊsmˌaxən | Mach bitte das Licht aus! | Please switch off the light! | বাংলা সহায়তা: “বন্ধ করা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to look (দেখা),aussehen | plural: — | IPA: ˈaʊszˌeːən | Das sieht schön aus. | That looks beautiful. | বাংলা সহায়তা: “দেখা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to be (switched) off (বন্ধ থাকা),aus sein | plural: — | IPA: ˈaʊs zaɪn | Das Licht ist aus. | The light is off. | বাংলা সহায়তা: “বন্ধ থাকা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to be out (শেষ বা বাইরে থাকা),aus sein | plural: — | IPA: ˈaʊs zaɪn | Die Schule ist aus. | School is out. | বাংলা সহায়তা: “শেষ বা বাইরে থাকা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to alight (যান থেকে নামা),aussteigen | plural: — | IPA: ˈaʊsʃtˌaɪɡən | Wo muss ich aussteigen? | Where do I need to alight? | বাংলা সহায়তা: “যান থেকে নামা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to take off (খুলে ফেলা),"ausziehen | plural: — | IPA: ˈaʊstsˌiːən | Zieh die Schuhe aus, bitte! | Please take off your shoes! | বাংলা সহায়তা: “খুলে ফেলা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",3,active,very common,verb
German for: to get undressed (পোশাক খোলা),sich ausziehen | plural: — | IPA: zɪç ˈaʊstsˌiːən | Ich ziehe mich aus. | I get undressed. | বাংলা সহায়তা: “পোশাক খোলা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to bathe (গোসল করা),"baden | plural: — | IPA: bˈɑːdən | Ich bade nicht so gern, ich dusche lieber. | I don’t like bathing so much, I prefer to shower. | বাংলা সহায়তা: “গোসল করা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",3,active,very common,verb
German for: to mean (নীচ),bedeuten | plural: — | IPA: bədˈɔøtən | Was bedeutet das Wort? | What does that word mean? | বাংলা সহায়তা: “নীচ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to begin (শুরু হওয়া),beginnen | plural: — | IPA: bəɡˈɪnən | Das Spiel beginnt um 15.30 Uhr. | The game begins at 3:30 pm. | বাংলা সহায়তা: “শুরু হওয়া” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to receive (গ্রহণ করা),bekommen | plural: — | IPA: bəkˈɔmən | Haben Sie meinen Brief bekommen? | Did you receive my letter? | বাংলা সহায়তা: “গ্রহণ করা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to have (আছে),bekommen | plural: — | IPA: bəkˈɔmən | Was bekommen Sie? | What will you have? | বাংলা সহায়তা: “আছে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to get (পাওয়া),bekommen | plural: — | IPA: bəkˈɔmən | Dieses Medikament bekommen Sie in der Apotheke. | You can get this medicine in a pharmacy. | বাংলা সহায়তা: “পাওয়া” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to use (ব্যবহার),benutzen | plural: — | IPA: bənˈʊtsən | Die Aufzüge bitte nicht benutzen! | Please don’t use the lifts! | বাংলা সহায়তা: “ব্যবহার” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to visit (পরিদর্শন),besichtigen | plural: — | IPA: bəzˈɪçtɪɡən | Ich möchte gern den Dom besichtigen. | I would like to visit the cathedral. | বাংলা সহায়তা: “পরিদর্শন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to visit (পরিদর্শন),besuchen | plural: — | IPA: bəzˈuːxən | Darf ich dich besuchen? | May I visit you? | বাংলা সহায়তা: “পরিদর্শন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to (as far as) (প্রতি),bis | plural: — | IPA: bˈɪs | Ich fahre nur bis Stuttgart. | I’m only travelling to Stuttgart. | বাংলা সহায়তা: “প্রতি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to ask (জিজ্ঞাসা করা),bitten | plural: — | IPA: bˈɪtən | Darf ich Sie um etwas bitten? | May I ask something of you? | বাংলা সহায়তা: “জিজ্ঞাসা করা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to stay (থাকা),bleiben | plural: — | IPA: blˈaɪbən | Ich bleibe heute zu Hause. | I'm staying home today. | বাংলা সহায়তা: “থাকা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to stay (থাকা),bleiben | plural: — | IPA: blˈaɪbən | Wir bleiben nur bis morgen. | We are only staying until tomorrow. | বাংলা সহায়তা: “থাকা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to need (প্রয়োজন),brauchen | plural: — | IPA: bɾˈaʊxən | Brauchst du die Zeitung noch? | Do you still need the newspaper? | বাংলা সহায়তা: “প্রয়োজন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to bring (আনা),bringen | plural: — | IPA: bɾˈɪŋən | Bringen Sie mir bitte noch einen Kaffee! | Please bring me another coffee! | বাংলা সহায়তা: “আনা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to take (নেওয়া),bringen | plural: — | IPA: bɾˈɪŋən | Wir müssen ihn zum Arzt bringen. | We need to take him to the doctor. | বাংলা সহায়তা: “নেওয়া” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to thank (ধন্যবাদ),danken | plural: — | IPA: dˈaŋkən | Ich danke Ihnen für die Einladung. | I thank you for the invitation. | বাংলা সহায়তা: “ধন্যবাদ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to take (duration) (নেওয়া),dauern | plural: — | IPA: dˈaʊɜn | Wie lange dauert der Film? | How long is the film? | বাংলা সহায়তা: “নেওয়া” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
German for: to print (ছাপা),drucken | plural: — | IPA: dɾˈʊkən | Bitte drucke das Formular für mich. | Please print the form for me. | বাংলা সহায়তা: “ছাপা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,3,active,very common,verb
